Name,State,EconomyRanking,Economy,SafetyRanking,Safety,Magnitude,Income,CostOfLiving,StateCOL,Crime,Population,RelocationNumber,COLIsEstimated
Temple,TX,584.0,593.9765363440271,1528.0,13.200262065953265,1635.7994987161476,56214,94.64010202490766,92.6,4579,60444,95.0,T
Woodburn,OR,1082.0,531.792422400502,1229.0,15.678692988427501,1637.4263342208712,55833,104.99021356485447,127.5,1469,23032,36.0,T
Antioch,CA,472.0,614.05041412113,1570.0,12.836224233283057,1639.415749588859,82388,134.17139392034971,146.9,7956,102125,160.0,T
Hastings,MI,449.0,616.7732725198518,1577.0,12.757633587786259,1639.6737480364807,58657,95.10301858631857,91.4,524,6685,10.0,T
Castle Rock,WA,1192.0,519.6942132315272,1126.0,16.515625,1639.737783915465,51667,99.41807833250206,112.8,128,2114,3.0,T
Brodhead,WI,1548.0,483.2240430571648,548.0,24.93548387096774,1642.1351954087093,44902,92.92170090693966,95.5,124,3092,5.0,T
Pocatello,ID,960.0,543.7444933920705,1333.0,14.838753023380812,1642.7078255124982,49372,90.8,97.1,3721,55215,86.0,F
Woodward,OK,692.0,577.9976108034881,1492.0,13.522114347357066,1644.666531549785,53469,92.50730279952452,88.2,927,12535,20.0,T
Box Elder,SD,796.0,563.2922279084262,1440.0,14.0,1645.3619662554497,53459,94.90455815181383,96.2,310,4340,7.0,T
Hesperia,CA,1440.5,493.9384584606271,796.0,20.08497175141243,1645.7995777129122,54541,110.42063857505354,146.9,4425,88876,139.0,T
Chowchilla,CA,1537.0,484.2481130641882,589.0,24.110840438489646,1645.9921020466654,53302,110.07167309898159,146.9,821,19795,31.0,T
Waseca,MN,1514.0,486.81705727978067,646.0,22.87071240105541,1646.05953719785,45907,94.3003112021537,99.6,379,8668,14.0,T
Lindsay,OK,1393.0,498.56269736027497,881.0,18.935064935064936,1648.214185110661,45261,90.78296519102224,88.2,154,2916,5.0,T
Webster City,IA,538.0,601.1408669825165,1558.0,12.945945945945946,1648.2742490253254,56540,94.05449388894135,90.3,592,7664,12.0,T
Berlin,WI,754.0,568.6755212073372,1466.0,13.776536312849162,1648.536320497671,53924,94.8238459174674,95.5,358,4932,8.0,T
Greendale,IN,1646.0,471.66208148621683,129.0,53.98780487804878,1651.0472434185522,43098,91.37473986502651,91.1,82,4427,7.0,T
Glendive,MT,928.0,546.4347524424945,1366.0,14.575471698113208,1651.4054620231823,52469,96.02061319392696,100.8,318,4635,7.0,T
Jim Thorpe,PA,951.0,544.4274608898758,1351.0,14.715568862275449,1652.1507195168363,52188,95.85850044135879,100.5,334,4915,8.0,T
Watonga,OK,1644.0,471.6665323379296,172.0,44.86923076923077,1652.9730790306296,42666,90.45797629209692,88.2,130,5833,9.0,T
Holton,KS,1303.0,508.3412948717034,1019.0,17.49206349206349,1654.1372373536603,46008,90.50612347283655,86.9,189,3306,5.0,T
Port Clinton,OH,889.0,550.9508576414376,1395.0,14.356132075471699,1654.190436437111,51457,93.39671458228051,92.9,424,6087,10.0,T
Hondo,TX,847.0,556.1513451475645,1426.0,14.106811145510836,1658.579211252812,51962,93.4314021774286,92.6,646,9113,14.0,T
Higginsville,MO,1416.0,496.0139904680976,867.0,19.17241379310345,1660.3448436996455,45493,91.71717103597706,91.2,232,4448,7.0,T
Monroe,WI,1059.0,533.9248075547897,1279.0,15.23546511627907,1660.5185936929463,50117,93.86527707809708,95.5,688,10482,16.0,T
Dublin,TX,1598.0,477.8178112939606,458.0,27.31159420289855,1662.3381124187702,43922,91.92206519270697,92.6,138,3769,6.0,T
Kennewick,WA,283.0,669.2276830491475,1640.0,12.367033760606608,1664.2382641917593,66722,99.7,112.8,5539,68501,107.0,F
Lead,SD,1662.0,470.52689963527206,109.0,58.604166666666664,1665.5704728410624,43750,92.9808689660734,96.2,48,2813,4.0,T
Leesburg,GA,427.0,621.9476079395265,1611.0,12.52991452991453,1666.6283328924899,58906,94.71215782170445,89.8,234,2932,5.0,T
Clarksville,TN,577.0,595.0281848928973,1564.0,12.871033360455655,1667.0407913425513,52779,88.7,90.0,9832,126548,198.0,F
Flora,IL,1210.0,516.9266957218377,1147.0,16.29432624113475,1667.245932668603,47471,91.83313687003798,90.5,282,4595,7.0,T
Ashland,PA,1564.0,481.6949098968113,579.0,24.31496062992126,1667.7340915145915,45526,94.51210520317224,100.5,127,3088,5.0,T
Winterset,IA,756.0,568.3236143721258,1488.0,13.563888888888888,1669.0356497091366,52835,92.96639918503334,90.3,360,4883,8.0,T
Commerce,GA,1156.0,524.2213765998041,1208.0,15.836185819070904,1672.0047846821492,48091,91.73796061489716,89.8,409,6477,10.0,T
Newport,PA,1545.0,483.34264105081326,643.0,22.953125,1673.4616816646862,45694,94.53748980362823,100.5,64,1469,2.0,T
Belfast,ME,501.0,608.7142629773309,1597.0,12.613084112149533,1673.7413181253548,64931,106.66909574684648,110.9,535,6748,11.0,T
Coalinga,CA,884.0,552.0881521532054,1422.0,14.13888888888889,1674.3774962654031,62522,113.24640776324799,146.9,1332,18833,29.0,T
New Lebanon,OH,917.0,547.6124745383576,1401.0,14.29225352112676,1674.4222884326402,51098,93.3105113119932,92.9,284,4059,6.0,T
Manchester,NH,440.0,618.7226277372263,1616.0,12.49000577700751,1674.8301406411338,67812,109.6,112.6,8655,108101,169.0,F
Jerseyville,IL,1081.0,531.8054655791883,1281.0,15.229779411764707,1676.1628799135244,48993,92.12579255206003,90.5,544,8285,13.0,T
Waynesboro,VA,1129.0,527.1426041777398,1240.0,15.568870523415978,1676.9737624661873,49862,94.5892052830314,98.1,1452,22606,35.0,T
Shenandoah,IA,1636.0,472.40517769359786,372.0,30.662420382165607,1677.7604119778248,43050,91.12939915303436,90.3,157,4814,8.0,T
Riverside,CA,698.0,577.1231696813093,1529.0,13.198329762581436,1680.7870180364912,67004,116.1,146.9,22871,301859,472.0,F
Sioux City,IA,288.0,666.6475315729048,1656.0,12.29299175500589,1680.8569243097402,58065,87.1,90.3,6792,83494,131.0,F
Reno,NV,608.0,589.7579143389199,1568.0,12.845615860354894,1681.7514679642768,63340,107.4,103.3,17301,222242,348.0,F
Garden City,KS,533.0,601.538722541909,1596.0,12.625659050966608,1682.6482104111958,55828,92.80865538312952,86.9,2276,28736,45.0,T
Hibbing,MN,1650.0,471.39330148544803,331.0,32.37875751503006,1682.8728413044166,44347,94.0764322705782,99.6,499,16157,25.0,T
Los Angeles,CA,1313.0,507.38264580369844,1058.0,17.172172879128542,1686.2185504850788,71338,140.6,146.9,223717,3841707,6008.0,F
High Springs,FL,1094.0,530.5604248147214,1284.0,15.207006369426752,1686.8586188534,50844,95.83074353454724,101.5,314,4775,7.0,T
Mayville,WI,1352.0,502.93441040701856,1011.0,17.556291390728475,1688.2017059581476,46889,93.23084487707516,95.5,302,5302,8.0,T
Cheyenne,WY,364.0,636.4396284829721,1649.0,12.32834890965732,1688.6968348404043,61671,96.9,93.6,4815,59361,93.0,F
Crete,NE,1437.0,494.39283893133296,887.0,18.820058997050147,1688.708974335128,45717,92.47099957762477,93.6,339,6380,10.0,T
Cedar Rapids,IA,187.0,708.8989784335982,1680.0,12.111484907952528,1690.375402092683,62454,88.1,90.3,10701,129605,203.0,F
Simpsonville,SC,71.5,783.4338779806549,1689.0,12.063249001331558,1690.5127180828897,79805,101.86564845230066,94.8,1502,18119,28.0,T
Huntington,IN,1533.0,485.32436814055274,715.0,21.51472471190781,1691.5419001609152,44425,91.53671836056306,91.1,781,16803,26.0,T
Ketchum,ID,965.0,543.222602539983,1390.0,14.411016949152541,1692.1362238306938,51414,94.64628268337889,97.1,236,3401,5.0,T
Liberal,KS,957.0,543.9161206801269,1396.0,14.35486160397445,1692.5321267261074,49589,91.17030754299509,86.9,1409,20226,32.0,T
Boyne City,MI,865.0,554.1395165448993,1455.0,13.922374429223744,1692.7049358940264,51513,92.96034385200925,91.4,219,3049,5.0,T
Boston,MA,268.0,675.7616892911011,1672.0,12.176503951298825,1693.3422571943333,89606,132.6,132.5,52894,644064,1007.0,F
Janesville,WI,368.0,634.7216035634744,1653.0,12.302087359876305,1693.4677440093153,56998,89.8,95.5,5174,63651,100.0,F
Brady,TX,1561.0,481.8607326942903,658.0,22.58974358974359,1694.0144627481786,44318,91.97263232510986,92.6,234,5286,8.0,T
Excelsior Springs,MO,1186.0,520.5311180480309,1212.0,15.822721598002497,1695.741725617436,47958,92.13282037746451,91.2,801,12674,20.0,T
Monmouth,OR,1655.5,471.18218640036736,381.0,30.40432098765432,1698.7763978817225,48601,103.14693849377262,127.5,324,9851,15.0,T
Portage,PA,1317.0,507.1644766021002,1074.0,17.033333333333335,1699.4013651871649,48161,94.96130391992159,100.5,150,2555,4.0,T
Bartlesville,OK,758.0,568.2540507026374,1521.0,13.270221254987305,1699.413133996557,52407,92.22459555756717,88.2,2757,36586,57.0,T
Jaffrey,NH,1667.0,469.88747422896273,336.0,32.201149425287355,1700.524918958849,46162,98.2405416865966,112.6,174,5603,9.0,T
Tipton,MO,1697.0,466.7388710988258,110.0,58.535714285714285,1700.5613778984869,42639,91.35515089972387,91.2,56,3278,5.0,T
Hereford,TX,1149.0,525.137927042507,1255.0,15.44708423326134,1701.5363645834902,48676,92.69183864539256,92.6,926,14304,22.0,T
Navasota,TX,741.0,570.2166232534387,1532.0,13.164948453608247,1701.7946409599485,53508,93.83802193402175,92.6,582,7662,12.0,T
Hastings,NE,1269.0,511.5191341190638,1134.0,16.456466069142124,1701.8569270064977,47448,92.75899342790912,93.6,1562,25705,40.0,T
Ottawa,KS,1233.0,515.1744135822106,1174.0,16.139506172839507,1702.5172539507491,46683,90.61591330864962,86.9,810,13073,20.0,T
Hearne,TX,789.0,564.7992865217012,1509.0,13.378698224852071,1702.8217757592836,52908,93.6757557287869,92.6,338,4522,7.0,T
Charlestown,NH,1702.0,465.93339083051444,75.0,72.78787878787878,1703.651666274535,45743,98.17497715384653,112.6,66,4804,8.0,T
El Campo,TX,989.0,540.5084297329696,1388.0,14.420698924731182,1704.307777368865,50285,93.03277661153699,92.6,744,10729,17.0,T
Filer,ID,1704.0,465.79190037067565,43.0,94.5,1704.5424606034312,43417,93.21115280332032,97.1,24,2268,4.0,T
Iowa Falls,IA,1473.0,490.08783952607314,858.0,19.258823529411764,1704.6680028674205,44766,91.34280916516886,90.3,255,4911,8.0,T
Oil City,PA,1686.0,467.8637223065233,261.0,36.57692307692308,1706.0823544014515,44128,94.31806292322301,100.5,286,10461,16.0,T
Kotzebue,AK,278.0,671.2075354290948,1688.0,12.064638783269961,1710.739021592715,81188,120.95811759338712,125.7,263,3173,5.0,T
Tomahawk,WI,1175.0,521.7095445574921,1244.0,15.565217391304348,1711.1870149109945,48828,93.59230727015995,95.5,230,3580,6.0,T
Minden,NE,1528.0,485.68163283705707,784.0,20.28985507246377,1717.3933736916538,44850,92.34444328893713,93.6,138,2800,4.0,T
Fremont,NE,1080.0,532.2308198423698,1337.0,14.807737397420867,1718.711435931,49594,93.18137573222121,93.6,1706,25262,40.0,T
Odessa,TX,274.0,671.8770226537216,1703.0,11.93093727977449,1724.901446460058,62283,92.7,92.6,8514,101580,159.0,F
Moose Lake,MN,1205.0,518.1387689446676,1235.0,15.612121212121211,1725.47095020461,49167,94.89156756237743,99.6,165,2576,4.0,T
McMinnville,OR,999.0,539.6121142542804,1407.0,14.243158366980708,1725.5868566954257,56825,105.30712431934481,127.5,2229,31748,50.0,T
Guadalupe,CA,1715.0,464.70063609258983,194.0,42.088050314465406,1725.9377161415762,50864,109.45541290342788,146.9,159,6692,10.0,T
Leavenworth,KS,221.0,693.0006015506544,1714.0,11.866173503698722,1728.1889364302735,63731,91.96384513577024,86.9,2974,35290,55.0,T
Omaha,NE,184.0,712.7556512378901,1719.0,11.818685930862564,1728.8195394545955,66215,92.9,93.6,39313,464628,727.0,F
Delavan,WI,457.0,615.9748705232176,1669.0,12.183284457478006,1730.436361152874,59535,96.65167013944927,95.5,682,8309,13.0,T
Lebanon,NH,540.5,600.5088201408308,1645.0,12.345261121856867,1731.5210798601327,64620,107.60874417272568,112.6,1034,12765,20.0,T
Russells Point,OH,1623.0,473.8482322242916,608.0,23.71875,1733.145406479214,43580,91.97037582145461,92.9,64,1518,2.0,T
Newton,IA,1159.0,523.7477363059069,1292.0,15.151422764227643,1735.6684591246105,48130,91.89538524685588,90.3,984,14909,23.0,T
Westminster,MD,83.0,773.6438863078174,1734.0,11.701607717041801,1735.985310997763,97720,126.3113452190058,121.4,1555,18196,28.0,T
Findlay,OH,626.0,586.7508232711307,1621.0,12.46106346483705,1737.6757465073856,53453,91.1,92.9,2915,36324,57.0,F
Sparta,MI,1538.0,484.0916053141184,809.0,19.905940594059405,1737.7931407391388,44351,91.61695743767635,91.4,202,4021,6.0,T
Silsbee,TX,1413.0,496.29273908518917,1016.0,17.513513513513512,1740.3519758945315,45746,92.17543678822118,92.6,407,7128,11.0,T
Windom,MN,1565.0,481.55776902524764,764.0,20.71212121212121,1741.5283517646217,45372,94.21922543548703,99.6,198,4101,6.0,T
Stanley,WI,1468.0,491.0756841239154,940.0,18.239795918367346,1743.1649376923574,45688,93.03657557695595,95.5,196,3575,6.0,T
Indiana,PA,1611.0,476.0352422907489,666.0,22.44709388971684,1743.2375053331086,43224,90.8,100.5,671,15062,24.0,F
Scranton,PA,900.0,549.9233296823659,1495.0,13.473210940427126,1745.0,50208,91.3,100.5,5338,71920,112.0,F
Sulphur,OK,1550.0,482.9938208738794,804.0,20.016129032258064,1746.1145437799892,43750,90.58086896607341,88.2,248,4964,8.0,T
Dandridge,TN,702.0,576.7301227453914,1600.0,12.597285067873303,1747.2275180983156,53700,93.1111413851135,90.0,221,2784,4.0,T
Leominster,MA,810.5,560.6284453415266,1550.0,12.99534595097735,1749.1169915131463,60644,108.1714645482474,132.5,3223,41884,65.0,T
Augusta,KS,1074.0,532.5881921406115,1381.0,14.451718494271686,1749.4676333102022,48430,90.93329652192841,86.9,611,8830,14.0,T
Falls City,NE,1690.0,467.18416476054097,453.0,27.535211267605632,1749.6596811951747,43036,92.11784826238375,93.6,142,3910,6.0,T
Corvallis,OR,1443.0,493.72513562386985,990.0,17.736423382912488,1749.9568566110422,54606,110.6,127.5,2891,51276,80.0,F
Cushing,OK,1616.0,475.0446081957541,689.0,22.008948545861298,1756.75183221763,42988,90.49255429562882,88.2,447,9838,15.0,T
Lawrenceville,IL,1700.0,466.36270349578535,457.0,27.45751633986928,1760.3547937844803,42500,91.13078657754218,90.5,153,4201,7.0,T
Hagerstown,MD,693.0,577.703109327984,1619.0,12.469720258223179,1761.082053738553,57597,99.7,121.4,3253,40564,63.0,F
Winona,MS,1757.0,459.92656325643395,147.0,49.43181818181818,1763.1386786069893,41110,89.38383490818066,85.1,88,4350,7.0,T
Fairmont,MN,1456.0,492.54040764953794,996.0,17.687830687830687,1764.0725608659072,46493,94.3942857843282,99.6,567,10029,16.0,T
Clay Center,KS,1474.0,489.9106290638069,972.0,17.942622950819672,1765.633030955187,44214,90.2491135668777,86.9,244,4378,7.0,T
Montpelier,OH,647.0,584.8817035675401,1644.0,12.352201257861635,1766.7328603951419,55227,94.4242223053616,92.9,318,3928,6.0,T
Quincy,IL,835.0,557.2164948453609,1557.0,12.955482815057284,1766.769368084018,48645,87.3,90.5,3055,39579,62.0,F
Cloquet,MN,655.0,582.4294101786389,1641.0,12.36383207750269,1766.891620898124,56374,96.7911287012607,99.6,929,11486,18.0,T
Huntingdon,PA,1748.0,460.549104473068,262.0,36.505376344086024,1767.5259545477684,43397,94.22882289533965,100.5,186,6790,11.0,T
Crosby,MN,1761.0,459.24052147500055,155.0,47.765957446808514,1767.8082475200754,43136,93.92899359458674,99.6,47,2245,4.0,T
Newark,NJ,264.0,676.9603394756824,1748.0,11.567267626552251,1767.823520603796,78045,115.28740377973577,118.3,24239,280379,438.0,T
Port Lavaca,TX,547.0,599.7612416080858,1682.0,12.094379639448569,1768.7094164955417,56893,94.85941413529477,92.6,943,11405,18.0,T
Carthage,MS,1663.0,470.3613318077385,603.0,23.805825242718445,1768.9482751058608,42083,89.46951450762866,85.1,206,4904,8.0,T
Beaver Dam,KY,1768.0,457.9281239093343,72.0,74.28571428571429,1769.4654560064178,42184,92.11926020152467,93.9,42,3120,5.0,T
Waterford,CA,1197.0,518.9994119301341,1308.0,14.962295081967213,1773.0406086720068,57854,111.47218796422857,146.9,610,9127,14.0,T
Mount Carmel,IL,1706.0,465.2753449013745,483.0,26.56985294117647,1773.0552726861056,42396,91.1202376497873,90.5,272,7227,11.0,T
Marysville,KS,1631.0,473.3078536847689,696.0,21.85211267605634,1773.2955196469652,42628,90.06400309678989,86.9,142,3103,5.0,T
Chadron,NE,1266.0,511.910561885681,1242.0,15.568181818181818,1773.5050042218656,47488,92.76620475473788,93.6,352,5480,9.0,T
Bluefield,WV,1396.0,498.34975369458124,1095.0,16.79940119760479,1774.2156013292183,40466,81.2,90.1,668,11222,18.0,F
Creston,IA,1491.0,488.2996469747375,962.0,18.030732860520093,1774.4083520993695,44591,91.318927376384,90.3,423,7627,12.0,T
Cherokee,IA,1426.0,495.18760406925117,1057.0,17.173431734317344,1775.0281687905688,45267,91.4138391753229,90.3,271,4654,7.0,T
Shawano,WI,1421.0,495.52903452260347,1065.0,17.133204633204635,1775.8001013627631,46137,93.10655236266578,95.5,518,8875,14.0,T
Anchorage,AK,132.0,740.5058717253839,1771.0,11.440381432737016,1775.9124415353365,81974,110.7,125.7,25378,290334,454.0,F
Eaton Rapids,MI,1685.0,467.90916698723623,563.0,24.504761904761907,1776.568039789076,42781,91.43013862168465,91.4,210,5146,8.0,T
Stephenville,TX,1302.0,508.3438123702728,1210.0,15.826008968609866,1777.4431073876879,46957,92.37252201625495,92.6,1115,17646,28.0,T
Greeley,CO,979.0,541.4514608859566,1484.0,13.595663639027249,1777.834919220567,57448,106.1,105.8,6826,92804,145.0,F
Colusa,CA,1640.0,472.02124977928224,687.0,22.044444444444444,1778.0801444254419,51768,109.67302854311492,146.9,270,5952,9.0,T
Manistee,MI,1539.0,483.8769371245806,895.0,18.703125,1780.3218810091619,44330,91.61420311418283,91.4,320,5985,9.0,T
Lykens,PA,1780.0,456.553738911624,66.0,77.79166666666667,1781.2231752366124,43000,94.18387439451809,100.5,24,1867,3.0,T
Lexington,KY,435.0,620.5817782656422,1728.0,11.751282553358136,1781.9116139696716,56535,91.1,93.9,25535,300069,469.0,F
Bridgeport,CT,105.0,755.6950824096491,1782.0,11.368550368550368,1785.0907539954376,92497,122.39989666871881,119.5,12210,138810,217.0,T
Roanoke,AL,1723.0,463.584994964944,467.0,27.080645161290324,1785.1660987146265,41958,90.50767487237769,88.6,248,6716,11.0,T
Dixon,IL,1019.0,538.1142364195794,1467.0,13.760299625468164,1786.1830813217327,49648,92.26293719775958,90.5,1068,14696,23.0,T
Redwood Falls,MN,1139.0,525.9314541944436,1376.0,14.469914040114613,1786.2522218320682,50000,95.06942321330406,99.6,349,5050,8.0,T
Alachua,FL,1253.0,513.039331481405,1274.0,15.2453125,1786.9205354463863,48953,95.41763563945055,101.5,640,9757,15.0,T
Scott City,MO,1726.0,462.9208796658779,480.0,26.61764705882353,1791.5010466086812,42273,91.31798079730461,91.2,170,4525,7.0,T
Vineland,NJ,842.0,556.5746421267894,1583.0,12.730826428723178,1793.0011154486212,54433,97.8,118.3,4707,59924,94.0,F
Chaffee,MO,1615.0,475.1489400925333,781.0,20.333333333333332,1793.9303219467583,43450,91.44501088761409,91.2,144,2928,5.0,T
Clarion,IA,1781.0,456.5317673424938,223.0,39.25,1794.906682811115,41535,90.97943006634215,90.3,68,2669,4.0,T
Oak Harbor,WA,1618.0,474.9281150159744,778.0,20.34964412811388,1795.3294962206799,59461,125.2,112.8,1124,22873,36.0,F
St. Cloud,MN,877.0,552.6310272536688,1567.0,12.862930708065127,1795.722138862246,52721,95.4,99.6,5282,67942,106.0,F
Independence,OR,1655.5,471.18218640036736,702.0,21.71081677704194,1798.1891585703659,48601,103.14693849377262,127.5,453,9835,15.0,T
Winchester,VA,179.0,716.5534979423868,1794.0,11.298349555649597,1802.907928874905,69649,97.2,98.1,2363,26698,42.0,F
Buena Vista,CO,1793.0,454.52689287614214,193.0,42.14,1803.3574243615712,43561,95.83811361381933,105.8,50,2107,3.0,T
Rushville,IL,1775.0,456.9057446359919,319.0,32.87777777777778,1803.4372736527323,41599,91.04503606786807,90.5,90,2959,5.0,T
Sandpoint,ID,1505.0,487.58459645373784,998.0,17.641078838174273,1805.8319412392727,45590,93.50172325291165,97.1,482,8503,13.0,T
Oakland City,IN,1683.0,468.04772502917365,655.0,22.666666666666668,1805.9662233829292,42750,91.33683962962404,91.1,111,2516,4.0,T
Clarinda,IA,1130.0,527.1290446294796,1409.0,14.213903743315509,1806.1508796332603,48476,91.96230125030182,90.3,374,5316,8.0,T
El Reno,OK,1383.0,499.97131217614316,1163.0,16.208450704225353,1807.002490313724,45399,90.8032098929821,88.2,1065,17262,27.0,T
Elko,NV,113.0,751.7725432859487,1804.0,11.223514211886306,1807.5356151401277,80673,107.31038360004953,103.3,1548,17374,27.0,T
Prescott,AZ,1238.0,514.225621414914,1320.0,14.902158273381295,1809.708263781762,53788,104.6,107.0,2780,41428,65.0,F
Broken Bow,NE,1664.0,470.34986349298924,716.0,21.506849315068493,1811.5054512752645,43344,92.15267902516582,93.6,146,3140,5.0,T
Susanville,CA,1602.0,477.40019058683066,846.0,19.35034013605442,1811.6622201724028,52439,109.84285518516623,146.9,882,17067,27.0,T
